,Action,word,Start_time,End_time,duration,time
683,StartReading,RODILLA,2022-06-28 11:40:03.246,2022-06-28 11:40:03.957,364,2022-06-28 11:40:03.676
684,StartSaying,RODILLA,2022-06-28 11:40:03.957,2022-06-28 11:40:05.964,1028,2022-06-28 11:40:04.387
685,EndSaying,RODILLA,2022-06-28 11:40:05.964,2022-06-28 11:40:07.537,805,2022-06-28 11:40:06.395
686,StartReading,GATO,2022-06-28 11:40:07.537,2022-06-28 11:40:08.246,363,2022-06-28 11:40:07.968
687,StartSaying,GATO,2022-06-28 11:40:08.246,2022-06-28 11:40:10.250,1026,2022-06-28 11:40:08.677
688,EndSaying,GATO,2022-06-28 11:40:10.250,2022-06-28 11:40:11.894,842,2022-06-28 11:40:10.681
689,StartReading,OREJA,2022-06-28 11:40:11.894,2022-06-28 11:40:12.605,364,2022-06-28 11:40:12.325
690,StartSaying,OREJA,2022-06-28 11:40:12.605,2022-06-28 11:40:14.611,1027,2022-06-28 11:40:13.037
691,EndSaying,OREJA,2022-06-28 11:40:14.611,2022-06-28 11:40:16.414,923,2022-06-28 11:40:15.042
692,StartReading,TENEDOR,2022-06-28 11:40:16.414,2022-06-28 11:40:17.123,363,2022-06-28 11:40:16.844
693,StartSaying,TENEDOR,2022-06-28 11:40:17.123,2022-06-28 11:40:19.128,1027,2022-06-28 11:40:17.554
694,EndSaying,TENEDOR,2022-06-28 11:40:19.128,2022-06-28 11:40:20.859,886,2022-06-28 11:40:19.561
695,StartReading,TROMPETA,2022-06-28 11:40:20.859,2022-06-28 11:40:21.568,363,2022-06-28 11:40:21.291
696,StartSaying,TROMPETA,2022-06-28 11:40:21.568,2022-06-28 11:40:23.576,1028,2022-06-28 11:40:22.000
697,EndSaying,TROMPETA,2022-06-28 11:40:23.576,2022-06-28 11:40:25.232,848,2022-06-28 11:40:24.008
698,StartReading,LECHUGA,2022-06-28 11:40:25.232,2022-06-28 11:40:25.947,366,2022-06-28 11:40:25.664
699,EndReading,LECHUGA,2022-06-28 11:40:25.947,2022-06-28 11:40:27.957,1029,2022-06-28 11:40:26.379
700,EndSaying,LECHUGA,2022-06-28 11:40:27.957,2022-06-28 11:40:29.654,869,2022-06-28 11:40:28.387
701,StartReading,TOMATE,2022-06-28 11:40:29.654,2022-06-28 11:40:30.363,363,2022-06-28 11:40:30.085
702,StartSaying,TOMATE,2022-06-28 11:40:30.363,2022-06-28 11:40:32.371,1028,2022-06-28 11:40:30.795
703,EndSaying,TOMATE,2022-06-28 11:40:32.371,2022-06-28 11:40:34.335,1006,2022-06-28 11:40:32.802
704,StartReading,LIMÓN,2022-06-28 11:40:34.335,2022-06-28 11:40:35.046,364,2022-06-28 11:40:34.767
705,StartSaying,LIMÓN,2022-06-28 11:40:35.046,2022-06-28 11:40:37.050,1026,2022-06-28 11:40:35.479
706,EndSaying,LIMÓN,2022-06-28 11:40:37.050,2022-06-28 11:40:39.015,1006,2022-06-28 11:40:37.483
707,StartReading,ZAPATO,2022-06-28 11:40:39.015,2022-06-28 11:40:39.726,364,2022-06-28 11:40:39.448
708,StartSaying,ZAPATO,2022-06-28 11:40:39.726,2022-06-28 11:40:41.730,1026,2022-06-28 11:40:40.158
709,EndSaying,ZAPATO,2022-06-28 11:40:41.730,2022-06-28 11:40:43.699,1008,2022-06-28 11:40:42.163
710,StartReading,PERRO,2022-06-28 11:40:43.699,2022-06-28 11:40:44.408,363,2022-06-28 11:40:44.130
711,StartSaying,PERRO,2022-06-28 11:40:44.408,2022-06-28 11:40:46.412,1026,2022-06-28 11:40:44.840
712,EndSaying,PERRO,2022-06-28 11:40:46.412,2022-06-28 11:40:48.564,1102,2022-06-28 11:40:46.844
713,StartBlockThinking,,2022-06-28 11:40:48.566,2022-06-28 11:40:50.123,797,2022-06-28 11:40:48.998
714,StartReading,LEÓN,2022-06-28 11:40:50.123,2022-06-28 11:40:50.833,364,2022-06-28 11:40:50.556
715,StartSaying,LEÓN,2022-06-28 11:40:50.833,2022-06-28 11:40:52.837,1026,2022-06-28 11:40:51.265
716,EndSaying,LEÓN,2022-06-28 11:40:52.837,2022-06-28 11:40:54.636,921,2022-06-28 11:40:53.271
717,StartReading,CABALLO,2022-06-28 11:40:54.636,2022-06-28 11:40:55.343,362,2022-06-28 11:40:55.068
718,StartSaying,CABALLO,2022-06-28 11:40:55.343,2022-06-28 11:40:57.349,1027,2022-06-28 11:40:55.778
719,EndSaying,CABALLO,2022-06-28 11:40:57.349,2022-06-28 11:40:58.960,825,2022-06-28 11:40:57.782
720,StartReading,PERRO,2022-06-28 11:40:58.960,2022-06-28 11:40:59.671,364,2022-06-28 11:40:59.394
721,StartSaying,PERRO,2022-06-28 11:40:59.671,2022-06-28 11:41:01.679,1028,2022-06-28 11:41:00.105
722,EndSaying,PERRO,2022-06-28 11:41:01.679,2022-06-28 11:41:03.539,952,2022-06-28 11:41:02.113
723,StartReading,CUCHARA,2022-06-28 11:41:03.539,2022-06-28 11:41:04.246,362,2022-06-28 11:41:03.971
724,StartSaying,CUCHARA,2022-06-28 11:41:04.246,2022-06-28 11:41:06.251,1027,2022-06-28 11:41:04.680
725,EndSaying,CUCHARA,2022-06-28 11:41:06.251,2022-06-28 11:41:07.816,801,2022-06-28 11:41:06.684
726,StartReading,PIE,2022-06-28 11:41:07.816,2022-06-28 11:41:08.525,363,2022-06-28 11:41:08.250
727,EndReading,PIE,2022-06-28 11:41:08.525,2022-06-28 11:41:10.531,1027,2022-06-28 11:41:08.959
728,EndSaying,PIE,2022-06-28 11:41:10.531,2022-06-28 11:41:12.074,790,2022-06-28 11:41:10.964
729,StartReading,NARANJA,2022-06-28 11:41:12.074,2022-06-28 11:41:12.787,365,2022-06-28 11:41:12.507
730,StartSaying,NARANJA,2022-06-28 11:41:12.787,2022-06-28 11:41:14.792,1027,2022-06-28 11:41:13.220
731,EndSaying,NARANJA,2022-06-28 11:41:14.792,2022-06-28 11:41:16.562,906,2022-06-28 11:41:15.226
732,StartReading,RODILLA,2022-06-28 11:41:16.562,2022-06-28 11:41:17.271,363,2022-06-28 11:41:16.995
733,StartSaying,RODILLA,2022-06-28 11:41:17.271,2022-06-28 11:41:19.279,1028,2022-06-28 11:41:17.705
734,EndSaying,RODILLA,2022-06-28 11:41:19.279,2022-06-28 11:41:21.199,983,2022-06-28 11:41:19.712
735,StartReading,VIOLÍN,2022-06-28 11:41:21.199,2022-06-28 11:41:21.908,363,2022-06-28 11:41:21.632
736,EndReading,VIOLÍN,2022-06-28 11:41:21.908,2022-06-28 11:41:23.914,1027,2022-06-28 11:41:22.343
737,EndSaying,VIOLÍN,2022-06-28 11:41:23.914,2022-06-28 11:41:25.792,962,2022-06-28 11:41:24.348
738,StartReading,GATO,2022-06-28 11:41:25.792,2022-06-28 11:41:26.501,363,2022-06-28 11:41:26.226
739,StartSaying,GATO,2022-06-28 11:41:26.501,2022-06-28 11:41:28.505,1026,2022-06-28 11:41:26.936
740,EndSaying,GATO,2022-06-28 11:41:28.505,2022-06-28 11:41:30.425,983,2022-06-28 11:41:28.940
741,StartReading,ZAPATO,2022-06-28 11:41:30.425,2022-06-28 11:41:31.136,364,2022-06-28 11:41:30.860
742,StartSaying,ZAPATO,2022-06-28 11:41:31.136,2022-06-28 11:41:33.140,1026,2022-06-28 11:41:31.570
743,EndSaying,ZAPATO,2022-06-28 11:41:33.140,2022-06-28 11:43:33.603,61677,2022-06-28 11:41:33.574
